atc5,minsan,days
C10AA07,043267677,84
C10AA07,043267665,60
C10AA07,043267653,56
C10AA07,043267640,50
C10AA07,043267638,50
C10AA07,043267626,42
C10AA07,043267614,30
C10AA07,043267602,30
C10AA07,043267590,28
C10AA07,043267588,20
C10AA07,043267576,15
C10AA07,043267564,14
C10AA07,043267552,7
C10AA07,043267549,100
C10AA07,043267537,100
C10AA07,043267525,98
C10AA07,043267513,90
C10AA07,043267501,84
C10AA07,043267499,60
C10AA07,043267487,56
C10AA07,043267475,50
C10AA07,043267463,50
C10AA07,043267451,42
C10AA07,043267448,30
C10AA07,043267436,30
C10AA07,043267424,28
C10AA07,043267412,20
C10AA07,043267400,15
C10AA07,043267398,14
C10AA07,043267374,7
C10AA07,043267362,50
C10AA07,043267350,15
C10AA07,043267347,50
C10AA07,043267335,50
C10AA07,043267323,49
C10AA07,043267311,45
C10AA07,043267309,42
C10AA07,043267297,30
C10AA07,043267285,28
C10AA07,043267273,25
C10AA07,043267261,25
C10AA07,043267259,21
C10AA07,043267246,15
C10AA07,043267234,15
C10AA07,043267222,14
C10AA07,043267210,10
C10AA07,043267208,7.5
C10AA07,043267196,7
C10AA07,043267184,3.5
C10AA07,043267172,50
C10AA07,043267160,50
C10AA07,043267158,49
C10AA07,043267145,45
C10AA07,043267133,41
C10AA07,043267121,30
C10AA07,043267119,28
C10AA07,043267107,25
C10AA07,043267095,25
C10AA07,043267083,21
C10AA07,043267071,15
C10AA07,043267069,15
C10AA07,043267057,14
C10AA07,043267044,10
C10AA07,043267032,7.5
C10AA07,043267020,7
C10AA07,043267018,3.5
R01AD09,043266030,105
R01AD09,043266028,70
R01AD09,043266016,35
G03AC09,043265014,28
C08CA01,043264011,28
M02AA15,043263021,28.571
M02AA15,043263019,28.571
R03AK06,043262029,30
M05BA08,043261027,10
M05BA08,043261015,1
M01AB16,043259074,90
M01AB16,043259062,50
M01AB16,043259050,45
M01AB16,043259047,30
M01AB16,043259035,20
M01AB16,043259023,15
M01AB16,043259011,10
G04BE09,043258197,120
G04BE09,043258185,96
G04BE09,043258173,60
G04BE09,043258161,48
G04BE09,043258159,48
G04BE09,043258146,24
G04BE09,043258134,24
G04BE09,043258122,12
G04BE09,043258110,12
G04BE09,043258108,6
G04BE09,043258096,16
G04BE09,043258084,8
G04BE09,043258072,4
G04BE09,043258060,8
G04BE09,043258058,4
G04BE09,043258045,2
G04BE09,043258033,4
G04BE09,043258021,2
G04BE09,043258019,1
N02CC06,043257070,10
N02CC06,043257068,6
N02CC06,043257056,3
N02CC06,043257043,2
N02CC06,043257031,3
N02CC06,043257029,1.5
N02CC06,043257017,1
L04AA06,043256027,12.5
L04AA06,043256015,12.5
G04CA53,043255114,200
G04CA53,043255102,100
G04CA53,043255090,90
G04CA53,043255088,60
G04CA53,043255076,56
G04CA53,043255064,50
G04CA53,043255052,30
G04CA53,043255049,28
G04CA53,043255037,20
G04CA53,043255025,14
G04CA53,043255013,10
G04CA53,043254111,200
G04CA53,043254109,100
G04CA53,043254097,90
G04CA53,043254085,60
G04CA53,043254073,56
G04CA53,043254061,50
G04CA53,043254059,30
G04CA53,043254046,28
G04CA53,043254034,20
G04CA53,043254022,14
G04CA53,043254010,10
R01AD09,043253018,35
M01AE01,043252016,2.5
G03AA09,043251014,28
N03AG01,043250048,0.33
N03AG01,043250036,6
N03AG01,043250024,10
C10BA05,043249248,45
C10BA05,043249236,45
C10BA05,043249224,45
C10BA05,043249212,45
C10BA05,043249200,30
C10BA05,043249198,30
C10BA05,043249186,30
C10BA05,043249174,30
C10BA05,043249162,100
C10BA05,043249150,100
C10BA05,043249147,100
C10BA05,043249135,100
C10BA05,043249123,90
C10BA05,043249111,30
C10BA05,043249109,10
C10BA05,043249097,90
C10BA05,043249085,30
C10BA05,043249073,10
C10BA05,043249061,90
C10BA05,043249059,30
C10BA05,043249046,10
C10BA05,043249034,90
C10BA05,043249022,30
C10BA05,043249010,10
C10BA05,043247244,45
C10BA05,043247232,45
C10BA05,043247220,45
C10BA05,043247218,45
C10BA05,043247206,30
C10BA05,043247194,30
C10BA05,043247182,30
C10BA05,043247170,30
C10BA05,043247168,100
C10BA05,043247156,100
C10BA05,043247143,100
C10BA05,043247131,90
C10BA05,043247129,30
C10BA05,043247117,10
C10BA05,043247105,90
C10BA05,043247093,30
C10BA05,043247081,10
C10BA05,043247079,90
C10BA05,043247067,30
C10BA05,043247055,10
C10BA05,043247042,90
C10BA05,043247030,30
C10BA05,043247028,10
C10BA05,043247016,100
A01AD11,043246014,3.333
L01XX01,043245012,2.79
N05BB01,043244019,6.667
A02BC05,043243043,18.667
A02BC05,043243031,18.66
A02BC05,043243029,9.333
A02BC05,043243017,9.33
A02BC05,043242041,18.66
A02BC05,043242039,18.66
A02BC05,043242027,9.33
A02BC05,043242015,9.33
A02BC05,043241049,18.667
A02BC05,043241037,18.667
A02BC05,043241025,9.333
A02BC05,043241013,9.333
C09BB07,043240504,100
C09BB07,043240492,98
C09BB07,043240480,96
C09BB07,043240478,91
C09BB07,043240466,60
C09BB07,043240454,32
C09BB07,043240441,100
C09BB07,043240439,98
C09BB07,043240427,96
C09BB07,043240415,91
C09BB07,043240403,60
C09BB07,043240391,32
C09BB07,043240389,100
C09BB07,043240377,98
C09BB07,043240365,96
C09BB07,043240353,91
C09BB07,043240340,60
C09BB07,043240338,32
C09BB07,043240326,100
C09BB07,043240314,98
C09BB07,043240302,96
C09BB07,043240290,91
C09BB07,043240288,60
C09BB07,043240276,32
C09BB07,043240264,100
C09BB07,043240252,98
C09BB07,043240249,96
C09BB07,043240237,91
C09BB07,043240225,60
C09BB07,043240213,32
C09BB07,043240201,90
C09BB07,043240199,56
C09BB07,043240187,30
C09BB07,043240175,28
C09BB07,043240163,90
C09BB07,043240151,56
C09BB07,043240148,30
C09BB07,043240136,28
C09BB07,043240124,90
C09BB07,043240112,56
C09BB07,043240100,30
C09BB07,043240098,28
C09BB07,043240086,90
C09BB07,043240074,56
C09BB07,043240062,30
C09BB07,043240050,28
C09BB07,043240047,90
C09BB07,043240035,56
C09BB07,043240023,30
C09BB07,043240011,28
M01AH05,043239211,40
M01AH05,043239185,56
M01AH05,043239173,28
M01AH05,043239161,14
M01AH05,043239159,10
M01AH05,043239146,150
M01AH05,043239134,75
M01AH05,043239122,45
M01AH05,043239110,42
M01AH05,043239108,30
M01AH05,043239096,21
M01AH05,043239084,10.5
M01AH05,043239072,100
M01AH05,043239060,50
M01AH05,043239058,28
M01AH05,043239045,20
M01AH05,043239033,14
M01AH05,043239021,7
M01AH05,043239019,14
J02AC03,043238017,0.5
C09CA08,043236189,196
C09CA08,043236177,180
C09CA08,043236165,112
C09CA08,043236153,60
C09CA08,043236140,56
C09CA08,043236138,28
C09CA08,043236126,98
C09CA08,043236114,90
C09CA08,043236102,56
C09CA08,043236090,30
C09CA08,043236088,28
C09CA08,043236076,14
C09CA08,043236064,49
C09CA08,043236052,45
C09CA08,043236049,28
C09CA08,043236037,15
C09CA08,043236025,14
C09CA08,043236013,7
M03AC11,043234107,5
M03AC11,043234095,1
M03AC11,043234083,2
M03AC11,043234071,1
M03AC11,043234069,5
M03AC11,043234057,1
M03AC11,043234044,5
M03AC11,043234032,1
M03AC11,043234020,5
M03AC11,043234018,1
G02BA03,043233028,5
G02BA03,043233016,1
S01EE04,043232038,150
S01EE04,043232026,75
S01EE04,043232014,25
G04CB02,043231024,60
G04CB02,043231012,30
D01AE14,043229020,6.6
D01AE14,043229018,3.3
C04AD03,043228016,12
M03BX02,043227038,10
M03BX02,043227026,3.333
M03BX02,043227014,3.33
S01CA01,043226048,11.66
S01CA01,043226036,12.5
S01CA01,043226024,12.5
S01CA01,043226012,12.5
S01AA12,043225059,11.66
S01AA12,043225046,16.66
S01AA12,043225034,16.66
S01AA12,043225022,16.667
S01AA12,043225010,16.667
M03BX05,043224031,7.5
M03BX05,043224029,5
M03BX05,043224017,3
C09AA05,043223041,112
C09AA05,043223039,28
C09AA05,043223027,14
C09AA05,043223015,28
G04BE03,043222064,16
G04BE03,043222052,8
G04BE03,043222049,8
G04BE03,043222037,4
G04BE03,043222025,4
G04BE03,043222013,2
N02AJ06,043221011,5.333
B01AC04,043220019,28
L01XA03,043219029,9.17
L01XA03,043219017,4.59
A06AD15,043218066,10
A06AD15,043218054,10
A06AD15,043218041,20
A06AD15,043218039,12
A06AD15,043218027,8
A06AD15,043218015,4
L04AX07,043217037,84
L04AX07,043217025,28
L04AX07,043217013,3.5
J07BB02,043216062,10
J07BB02,043216050,1
J07BB02,043216047,10
J07BB02,043216035,1
J07BB02,043216023,10
J07BB02,043216011,1
H05BX02,043215084,12.5
H05BX02,043215072,2.5
H05BX02,043215060,12.5
H05BX02,043215058,2.5
H05BX02,043215045,12.5
H05BX02,043215033,12.5
H05BX02,043215021,5
H05BX02,043215019,1
D07AD01,043214028,100
D07AD01,043214016,30
D07AD01,043212024,100
D07AD01,043212012,30
S01EE03,043211046,90
S01EE03,043211034,30
S01EE03,043211022,75
S01EE03,043211010,25
L01XA01,043210032,7.69
L01XA01,043210020,3.84
L01XA01,043210018,1.53
R06AE09,043209105,100
R06AE09,043209093,84
R06AE09,043209081,56
R06AE09,043209079,50
R06AE09,043209067,30
R06AE09,043209055,28
R06AE09,043209042,20
R06AE09,043209030,14
R06AE09,043209028,10
R06AE09,043209016,7
A10BD15,043208127,98
A10BD15,043208115,30
A10BD15,043208103,30
A10BD15,043208091,28
A10BD15,043208089,14
A10BD15,043208077,7
A10BD15,043208065,98
A10BD15,043208053,30
A10BD15,043208040,30
A10BD15,043208038,28
A10BD15,043208026,14
A10BD15,043208014,7
J01CR02,043207202,291.66
J01CR02,043207190,58.33
J01CR02,043207188,17.5
J01CR02,043207176,14
J01CR02,043207164,12.25
J01CR02,043207152,11.66
J01CR02,043207149,9.33
J01CR02,043207137,8.16
J01CR02,043207125,10.5
J01CR02,043207113,5.83
J01CR02,043207101,291.66
J01CR02,043207099,58.33
J01CR02,043207087,17.5
J01CR02,043207075,14
J01CR02,043207063,12.25
J01CR02,043207051,11.66
J01CR02,043207048,9.33
J01CR02,043207036,8.16
J01CR02,043207024,7
J01CR02,043207012,5.83
S01EE03,043206085,90
S01EE03,043206073,30
S01EE03,043206061,75
S01EE03,043206059,25
S01EE03,043206046,90
S01EE03,043206034,30
S01EE03,043206022,75
S01EE03,043206010,25
G03CA03,043205020,168
G03CA03,043205018,56
S01EC04,043204027,75
S01EC04,043204015,25
L01DC03,043203037,66.66
L01DC03,043203025,53.33
L01DC03,043203013,13.33
G03AA15,043201033,168
G03AA15,043201021,84
G03AA15,043201019,28
M01AE01,043200043,4
M01AE01,043200031,2
M01AE01,043200029,4
M01AE01,043200017,2
R05CB01,043199064,108
R05CB01,043199052,72
R05CB01,043199049,36
R05CB01,043199037,24
R05CB01,043199025,12
R05CB01,043199013,7.2
M05BA08,043198035,10
M05BA08,043198023,4
M05BA08,043198011,1
M01AE01,043197021,2.5
M01AE01,043197019,2.5
J05AP08,043196056,14
J05AP08,043196043,10.5
J05AP08,043196031,14
J05AP08,043196029,84
J05AP08,043196017,28
J05AX12,043195066,45
J05AX12,043195054,15
J05AX12,043195041,18
J05AX12,043195039,6
J05AX12,043195027,90
J05AX12,043195015,30
M01AE01,043194024,2.5
M01AE01,043194012,2.5
M01AE01,043193022,2.5
M01AE01,043193010,2.5
A10AE04,043192424,225
A10AE04,043192412,202.5
A10AE04,043192400,135
A10AE04,043192398,67.5
A10AE04,043192386,22.5
A10AE04,043192374,11.25
A10AE04,043192362,11.25
A10AE04,043192350,56.25
A10AE04,043192347,33.75
A10AE04,043192335,75
A10AE04,043192323,67.5
A10AE04,043192311,60
A10AE04,043192309,45
A10AE04,043192297,37.5
A10AE04,043192285,30
A10AE04,043192273,22.5
A10AE04,043192261,7.5
A10AE04,043192259,75
A10AE04,043192246,67.5
A10AE04,043192234,60
A10AE04,043192222,45
A10AE04,043192210,37.5
A10AE04,043192208,30
A10AE04,043192196,22.5
A10AE04,043192184,7.5
A10AE04,043192172,75
A10AE04,043192160,67.5
A10AE04,043192158,60
A10AE04,043192145,45
A10AE04,043192133,37.5
A10AE04,043192119,30
A10AE04,043192107,7.5
A10AE04,043192095,7.5
A10AE04,043192083,25
A10AE04,043192071,75
A10AE04,043192069,37.5
A10AE04,043192057,30
A10AE04,043192044,125
A10AE04,043192032,62.5
A10AE04,043192020,25
A10AE04,043192018,12.5
N05AH04,043191257,100
N05AH04,043191244,60
N05AH04,043191232,50
N05AH04,043191220,30
N05AH04,043191218,10
N05AH04,043191206,75
N05AH04,043191194,45
N05AH04,043191182,37.5
N05AH04,043191170,22.5
N05AH04,043191168,7.5
N05AH04,043191156,50
N05AH04,043191143,30
N05AH04,043191131,25
N05AH04,043191129,15
N05AH04,043191117,5
N05AH04,043191105,12.5
N05AH04,043191093,7.5
N05AH04,043191081,6.25
N05AH04,043191079,3.75
N05AH04,043191067,1.25
N05AH04,043191055,12.5
N05AH04,043191042,7.5
N05AH04,043191030,6.25
N05AH04,043191028,3.75
N05AH04,043191016,1.25
N06AB10,043190368,200
N06AB10,043190356,180
N06AB10,043190343,120
N06AB10,043190331,112
N06AB10,043190329,100
N06AB10,043190317,60
N06AB10,043190305,56
N06AB10,043190293,40
N06AB10,043190281,28
N06AB10,043190279,150
N06AB10,043190267,135
N06AB10,043190255,90
N06AB10,043190242,84
N06AB10,043190230,0
N06AB10,043190228,45
N06AB10,043190216,42
N06AB10,043190204,30
N06AB10,043190192,21
N06AB10,043190180,100
N06AB10,043190178,90
N06AB10,043190166,60
N06AB10,043190154,56
N06AB10,043190141,50
N06AB10,043190139,30
N06AB10,043190127,28
N06AB10,043190115,20
N06AB10,043190103,14
N06AB10,043190091,50
N06AB10,043190089,45
N06AB10,043190077,30
N06AB10,043190065,28
N06AB10,043190053,25
N06AB10,043190040,15
N06AB10,043190038,14
N06AB10,043190026,10
N06AB10,043190014,7
N06BA04,043189063,20
N06BA04,043189051,18.66
N06BA04,043189048,10
N06BA04,043189036,9.33
N06BA04,043189024,5
N06BA04,043189012,4.66
M01AE01,043188022,2.5
M01AE01,043188010,2.5
N06AX26,043187400,252
N06AX26,043187398,126
N06AX26,043187386,63
N06AX26,043187374,49
N06AX26,043187362,30
N06AX26,043187350,400
N06AX26,043187347,200
N06AX26,043187335,980
N06AX26,043187323,196
N06AX26,043187311,112
N06AX26,043187309,196
N06AX26,043187297,112
N06AX26,043187285,56
N06AX26,043187273,28
N06AX26,043187261,300
N06AX26,043187259,150
N06AX26,043187246,735
N06AX26,043187234,147
N06AX26,043187222,84
N06AX26,043187210,147
N06AX26,043187208,84
N06AX26,043187196,42
N06AX26,043187184,21
N06AX26,043187172,200
N06AX26,043187160,100
N06AX26,043187158,490
N06AX26,043187145,98
N06AX26,043187133,56
N06AX26,043187121,98
N06AX26,043187119,56
N06AX26,043187107,28
N06AX26,043187095,14
N06AX26,043187083,7
N06AX26,043187071,100
N06AX26,043187069,50
N06AX26,043187057,245
N06AX26,043187044,49
N06AX26,043187032,28
N06AX26,043187020,14
N06AX26,043187018,7
M01AE01,043186028,2.5
M01AE01,043186016,2.5
N03AX14,043185026,8.33
N03AX14,043185014,3.333
G04BX,043183021,0
G04BX,043183019,0
N06DX01,043182195,180
N06DX01,043182183,180
N06DX01,043182171,168
N06DX01,043182169,168
N06DX01,043182157,120
N06DX01,043182144,120
N06DX01,043182132,112
N06DX01,043182120,112
N06DX01,043182118,100
N06DX01,043182106,100
N06DX01,043182094,98
N06DX01,043182082,98
N06DX01,043182070,90
N06DX01,043182068,90
N06DX01,043182056,60
N06DX01,043182043,60
N06DX01,043182031,56
N06DX01,043182029,56
N06DX01,043182017,56
R05CB01,043181027,8
R05CB01,043181015,4
G04BX,043180013,0
C10AA03,043179011,18.667
G04BX,043178021,20
G04BX,043178019,10
G04BX,043177029,0
G04BX,043177017,0
N06DX01,043176991,56
N06DX01,043176989,50
N06DX01,043176977,50
N06DX01,043176965,50
N06DX01,043176953,42
N06DX01,043176940,42
N06DX01,043176938,30
N06DX01,043176926,30
N06DX01,043176914,28
N06DX01,043176902,28
N06DX01,043176890,28
N06DX01,043176888,28
N06DX01,043176876,21
N06DX01,043176864,21
N06DX01,043176852,20
N06DX01,043176849,20
N06DX01,043176837,14
N06DX01,043176825,14
N06DX01,043176813,180
N06DX01,043176801,180
N06DX01,043176799,168
N06DX01,043176787,168
N06DX01,043176775,120
N06DX01,043176763,120
N06DX01,043176751,112
N06DX01,043176748,112
N06DX01,043176736,100
N06DX01,043176724,100
N06DX01,043176712,98
N06DX01,043176700,98
N06DX01,043176698,90
N06DX01,043176686,90
N06DX01,043176674,60
N06DX01,043176662,60
N06DX01,043176650,56
N06DX01,043176647,56
N06DX01,043176635,56
N06DX01,043176623,56
N06DX01,043176611,50
N06DX01,043176609,50
N06DX01,043176597,50
N06DX01,043176585,42
N06DX01,043176573,42
N06DX01,043176561,30
N06DX01,043176559,30
N06DX01,043176546,28
N06DX01,043176534,28
N06DX01,043176522,28
N06DX01,043176510,28
N06DX01,043176508,21
N06DX01,043176496,21
N06DX01,043176484,20
N06DX01,043176472,20
N06DX01,043176460,14
N06DX01,043176458,14
N06DX01,043176445,180
N06DX01,043176433,180
N06DX01,043176421,168
N06DX01,043176419,168
N06DX01,043176407,120
N06DX01,043176395,120
N06DX01,043176383,112
N06DX01,043176371,112
N06DX01,043176369,100
N06DX01,043176357,100
N06DX01,043176344,98
N06DX01,043176332,98
N06DX01,043176320,90
N06DX01,043176318,90
N06DX01,043176306,60
N06DX01,043176294,60
N06DX01,043176282,56
N06DX01,043176270,56
N06DX01,043176268,56
N06DX01,043176256,56
N06DX01,043176243,50
N06DX01,043176231,50
N06DX01,043176229,50
N06DX01,043176217,42
N06DX01,043176205,42
N06DX01,043176193,30
N06DX01,043176181,30
N06DX01,043176179,28
N06DX01,043176167,28
N06DX01,043176155,28
N06DX01,043176142,28
N06DX01,043176130,21
N06DX01,043176128,21
N06DX01,043176116,20
N06DX01,043176104,20
N06DX01,043176092,14
N06DX01,043176080,14
N06DX01,043176078,200
N06DX01,043176066,100
N06DX01,043176054,30
N06DX01,043176041,100
N06DX01,043176027,50
N06DX01,043176015,90
N06DX01,043175999,15
N06DX01,043175987,90
N06DX01,043175975,90
N06DX01,043175963,84
N06DX01,043175951,84
N06DX01,043175948,60
N06DX01,043175936,60
N06DX01,043175924,56
N06DX01,043175912,56
N06DX01,043175900,50
N06DX01,043175898,50
N06DX01,043175886,49
N06DX01,043175874,49
N06DX01,043175862,45
N06DX01,043175850,45
N06DX01,043175847,30
N06DX01,043175835,30
N06DX01,043175823,28
N06DX01,043175811,28
N06DX01,043175809,25
N06DX01,043175797,25
N06DX01,043175785,25
N06DX01,043175773,21
N06DX01,043175761,21
N06DX01,043175759,15
N06DX01,043175746,15
N06DX01,043175734,14
N06DX01,043175722,14
N06DX01,043175710,10.5
N06DX01,043175708,10.5
N06DX01,043175696,10
N06DX01,043175684,10
N06DX01,043175672,7
N06DX01,043175660,7
N06DX01,043175658,90
N06DX01,043175645,90
N06DX01,043175633,84
N06DX01,043175621,84
N06DX01,043175619,60
N06DX01,043175607,60
N06DX01,043175595,56
N06DX01,043175583,56
N06DX01,043175571,50
N06DX01,043175569,50
N06DX01,043175557,49
N06DX01,043175544,49
N06DX01,043175532,45
N06DX01,043175520,45
N06DX01,043175518,30
N06DX01,043175506,30
N06DX01,043175494,28
N06DX01,043175482,28
N06DX01,043175470,25
N06DX01,043175468,25
N06DX01,043175456,25
N06DX01,043175443,21
N06DX01,043175431,21
N06DX01,043175429,15
N06DX01,043175417,15
N06DX01,043175405,14
N06DX01,043175393,14
N06DX01,043175381,10.5
N06DX01,043175379,10.5
N06DX01,043175367,10
N06DX01,043175355,10
N06DX01,043175342,7
N06DX01,043175330,7
N06DX01,043175328,90
N06DX01,043175316,84
N06DX01,043175304,84
N06DX01,043175292,60
N06DX01,043175280,60
N06DX01,043175278,56
N06DX01,043175266,56
N06DX01,043175254,50
N06DX01,043175241,50
N06DX01,043175239,49
N06DX01,043175227,49
N06DX01,043175215,45
N06DX01,043175203,45
N06DX01,043175191,30
N06DX01,043175189,30
N06DX01,043175177,28
N06DX01,043175165,28
N06DX01,043175153,25
N06DX01,043175140,25
N06DX01,043175138,25
N06DX01,043175126,21
N06DX01,043175114,21
N06DX01,043175102,15
N06DX01,043175090,15
N06DX01,043175088,14
N06DX01,043175076,14
N06DX01,043175064,10.5
N06DX01,043175052,10.5
N06DX01,043175049,10
N06DX01,043175037,10
N06DX01,043175025,7
N06DX01,043175013,7
C02KX04,043174034,30
C02KX04,043174022,30
C02KX04,043174010,15
J07BB03,043173044,0
J07BB03,043173032,0
J07BB03,043173020,0
J07BB03,043173018,0
J05AG03,043172117,90
J05AG03,043172105,90
J05AG03,043172093,90
J05AG03,043172081,90
J05AG03,043172079,30
J05AG03,043172067,30
J05AG03,043172055,90
J05AG03,043172042,90
J05AG03,043172030,90
J05AG03,043172028,30
J05AG03,043172016,30
N06DX01,043171230,98
N06DX01,043171228,56
N06DX01,043171216,28
N06DX01,043171204,14
N06DX01,043171192,49
N06DX01,043171180,28
N06DX01,043171178,14
N06DX01,043171166,7
N06DX01,043171154,14
N06DX01,043171141,7
N06DX01,043171139,0
N06DX01,043171127,98
N06DX01,043171115,56
N06DX01,043171103,42
N06DX01,043171091,28
N06DX01,043171089,56
N06DX01,043171077,50
N06DX01,043171065,49
N06DX01,043171053,28
N06DX01,043171040,25
N06DX01,043171038,21
N06DX01,043171026,15
N06DX01,043171014,14
A02BC02,043170024,14
A02BC02,043170012,7
G03AA12,043169010,28
D07XC01,043168018,15
C02CA04,043167028,20
C02CA04,043167016,20
G03AC09,043166014,28
L02BA01,043165012,20
C08CA06,043164019,3.6
M01AX05,043163017,20
C04AD03,043162015,12
D01AC03,043161013,15
A02BC02,043160050,14
A02BC02,043160047,7
A02BC02,043160035,7
A02BC02,043160023,14
A02BC02,043160011,14
A02BC02,043159060,14
A02BC02,043159058,7
A02BC02,043159045,14
A02BC02,043159033,7
A02BC02,043159021,14
A02BC02,043159019,7
A02BC02,043158043,14
A02BC02,043158031,7
A02BC02,043158029,14
A02BC02,043158017,7
A02BC03,043157104,98
A02BC03,043157092,56
A02BC03,043157080,28
A02BC03,043157078,14
A02BC03,043157066,7
A02BC03,043157054,49
A02BC03,043157041,28
A02BC03,043157039,14
A02BC03,043157027,7
A02BC03,043157015,3.5
M01AE01,043155050,5
M01AE01,043155047,4
M01AE01,043155035,13.33
M01AE01,043155023,10
M01AE01,043155011,6.667
R03AK10,043154069,60
R03AK10,043154057,30
R03AK10,043154044,14
R03AK10,043154032,60
R03AK10,043154020,30
R03AK10,043154018,14
B02BD02,043153067,6
B02BD02,043153055,4
B02BD02,043153042,3
B02BD02,043153030,2
B02BD02,043153028,1
B02BD02,043153016,0.5
N04BA03,043152382,77.77
N04BA03,043152370,57.77
N04BA03,043152368,44.444
N04BA03,043152356,13.33
N04BA03,043152343,4.44
N04BA03,043152331,68.05
N04BA03,043152329,50.55
N04BA03,043152317,38.88
N04BA03,043152305,11.66
N04BA03,043152293,3.88
N04BA03,043152281,83.33
N04BA03,043152279,58.33
N04BA03,043152267,43.33
N04BA03,043152255,33.333
N04BA03,043152242,10
N04BA03,043152230,3.33
N04BA03,043152228,48.61
N04BA03,043152216,36.11
N04BA03,043152204,27.778
N04BA03,043152192,8.33
N04BA03,043152180,2.77
N04BA03,043152178,55.55
N04BA03,043152166,38.88
N04BA03,043152154,28.88
N04BA03,043152141,22.222
N04BA03,043152139,6.66
N04BA03,043152127,2.22
N04BA03,043152115,29.16
N04BA03,043152103,21.66
N04BA03,043152091,16.667
N04BA03,043152089,5
N04BA03,043152077,1.66
N04BA03,043152065,27.77
N04BA03,043152053,19.44
N04BA03,043152040,14.44
N04BA03,043152038,11.111
N04BA03,043152026,3.33
N04BA03,043152014,1.11
